OrderNumber,OrderDate,Customer_Name_Index,Chanel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Price,total_sales,Total_Unit_Cost
SO - 0005612,15-03-2016,128,Distributor,USD,AXW291,15,16,10,2244.5,22445,920.25
SO - 0005613,15-03-2016,58,Export,USD,AXW291,5,18,8,2458.9,19671.2,1327.81
SO - 0005614,15-03-2016,42,Export,USD,AXW291,1,7,7,2338.3,16368.1,1028.85
SO - 0005615,15-03-2016,59,Wholesale,USD,AXW291,1,20,5,3939.6,19698,2087.99
SO - 0005616,16-03-2016,131,Wholesale,USD,AXW291,2,13,7,1996.6,13976.2,1557.35
SO - 0005617,16-03-2016,147,Wholesale,USD,GUT930,39,25,8,6157.3,49258.4,4617.98
SO - 0005618,16-03-2016,47,Wholesale,USD,AXW291,6,22,7,2345,16415,1360.1
SO - 0005619,16-03-2016,143,Wholesale,USD,AXW291,15,17,10,174.2,1742,121.94
SO - 0005620,17-03-2016,147,Distributor,USD,AXW291,19,3,5,1286.4,6432,630.34
SO - 0005621,17-03-2016,41,Distributor,USD,AXW291,20,14,11,6023.3,66256.3,3915.15
SO - 0005622,17-03-2016,61,Wholesale,USD,GUT930,40,13,8,2633.1,21064.8,1922.16
SO - 0005623,17-03-2016,5,Wholesale,USD,FLR025,61,24,12,201,2412,166.83
SO - 0005624,17-03-2016,17,Wholesale,USD,NXH382,48,15,8,1005,8040,713.55
SO - 0005625,17-03-2016,5,Distributor,USD,NXH382,50,4,10,1005,10050,532.65
SO - 0005626,18-03-2016,89,Wholesale,USD,AXW291,19,11,6,187.6,1125.6,93.8
SO - 0005627,18-03-2016,34,Distributor,USD,FLR025,64,6,6,1232.8,7396.8,850.63
SO - 0005628,18-03-2016,160,Wholesale,USD,GUT930,33,8,9,3892.7,35034.3,2257.77
SO - 0005629,18-03-2016,154,Wholesale,USD,FLR025,61,5,10,3872.6,38726,3175.53
SO - 0005630,18-03-2016,55,Export,USD,GUT930,33,26,9,2237.8,20140.2,984.63
SO - 0005631,18-03-2016,162,Wholesale,USD,AXW291,26,7,6,2485.7,14914.2,1889.13
SO - 0005632,18-03-2016,91,Wholesale,USD,AXW291,22,27,7,3705.1,25935.7,2778.83
SO - 0005633,18-03-2016,154,Export,USD,AXW291,16,6,5,3443.8,17219,2307.35
SO - 0005634,18-03-2016,14,Distributor,USD,AXW291,20,1,6,3872.6,23235.6,1703.94
SO - 0005635,18-03-2016,105,Wholesale,USD,FLR025,65,17,12,2519.2,30230.4,1058.06
SO - 0005636,19-03-2016,150,Wholesale,USD,NXH382,50,11,12,931.3,11175.6,540.15
SO - 0005637,19-03-2016,7,Wholesale,USD,GUT930,46,15,7,1065.3,7457.1,767.02
SO - 0005638,19-03-2016,54,Distributor,USD,FLR025,65,14,5,2613,13065,1045.2
SO - 0005639,19-03-2016,1,Export,USD,AXW291,3,2,5,227.8,1139,186.8
SO - 0005640,19-03-2016,109,Wholesale,USD,GUT930,39,25,5,1125.6,5628,630.34
SO - 0005641,19-03-2016,15,Wholesale,USD,AXW291,27,19,7,2512.5,17587.5,1457.25
SO - 0005642,19-03-2016,72,Wholesale,USD,GUT930,35,20,7,1085.4,7597.8,651.24
SO - 0005643,19-03-2016,39,Distributor,USD,GUT930,37,20,6,167.5,1005,87.1
SO - 0005644,19-03-2016,106,Wholesale,USD,NXH382,47,15,11,1185.9,13044.9,794.55
SO - 0005645,20-03-2016,78,Export,USD,AXW291,16,26,5,1132.3,5661.5,532.18
SO - 0005646,20-03-2016,114,Distributor,USD,GUT930,45,22,7,1085.4,7597.8,445.01
SO - 0005647,20-03-2016,140,Wholesale,USD,GUT930,32,16,7,2680,18760,1206
SO - 0005648,20-03-2016,48,Distributor,USD,AXW291,9,5,6,2626.4,15758.4,1785.95
SO - 0005649,20-03-2016,94,Wholesale,USD,NXH382,51,3,9,2003.3,18029.7,1482.44
SO - 0005650,20-03-2016,60,Distributor,USD,FLR025,63,14,10,2398.6,23986,1631.05
SO - 0005651,20-03-2016,15,Export,USD,AXW291,18,14,10,1051.9,10519,704.77
SO - 0005652,21-03-2016,104,Wholesale,USD,AXW291,12,23,10,3859.2,38592,2431.3
SO - 0005653,22-03-2016,48,Distributor,USD,GUT930,36,14,5,1768.8,8844,884.4
SO - 0005654,22-03-2016,53,Distributor,USD,AXW291,5,29,9,743.7,6693.3,632.15
SO - 0005655,22-03-2016,163,Distributor,USD,NXH382,54,6,6,1869.3,11215.8,1028.12
SO - 0005656,22-03-2016,19,Export,USD,AXW291,6,7,12,2385.2,28622.4,1025.64
SO - 0005657,22-03-2016,146,Wholesale,USD,GUT930,32,3,12,3484,41808,2160.08
SO - 0005658,22-03-2016,101,Wholesale,USD,GUT930,42,13,11,3872.6,42598.6,2517.19
SO - 0005659,22-03-2016,93,Wholesale,USD,AXW291,28,2,5,3142.3,15711.5,2419.57
SO - 0005660,22-03-2016,48,Wholesale,USD,GUT930,46,23,5,3852.5,19262.5,2080.35
SO - 0005661,22-03-2016,116,Wholesale,USD,GUT930,36,6,7,917.9,6425.3,715.96
SO - 0005662,22-03-2016,64,Wholesale,USD,FLR025,62,23,6,234.5,1407,147.74
SO - 0005663,22-03-2016,106,Wholesale,USD,AXW291,14,5,7,1829.1,12803.7,969.42
SO - 0005664,22-03-2016,5,Distributor,USD,GUT930,35,5,8,5125.5,41004,2408.99
SO - 0005665,22-03-2016,133,Wholesale,USD,NXH382,53,11,11,1963.1,21594.1,1531.22
SO - 0005666,22-03-2016,41,Distributor,USD,AXW291,13,2,6,167.5,1005,78.73
SO - 0005667,23-03-2016,130,Export,USD,GUT930,41,18,6,3966.4,23798.4,2776.48
SO - 0005668,23-03-2016,109,Export,USD,FLR025,66,26,6,1031.8,6190.8,577.81
SO - 0005669,23-03-2016,33,Export,USD,GUT930,35,20,9,227.8,2050.2,145.79
SO - 0005670,23-03-2016,100,Wholesale,USD,NXH382,58,3,10,3892.7,38927,2335.62
SO - 0005671,23-03-2016,16,Wholesale,USD,AXW291,20,16,12,1319.9,15838.8,1042.72
SO - 0005672,23-03-2016,122,Export,USD,FLR025,65,3,5,1313.2,6566,958.64
SO - 0005673,23-03-2016,145,Export,USD,GUT930,45,3,5,3001.6,15008,2251.2
SO - 0005674,23-03-2016,53,Distributor,USD,AXW291,24,25,11,234.5,2579.5,187.6
SO - 0005675,23-03-2016,39,Wholesale,USD,AXW291,13,15,9,1125.6,10130.4,596.57
SO - 0005676,24-03-2016,109,Wholesale,USD,GUT930,35,17,8,1018.4,8147.2,682.33
SO - 0005677,24-03-2016,70,Distributor,USD,GUT930,44,4,9,5587.8,50290.2,4637.87
SO - 0005678,24-03-2016,142,Wholesale,USD,NXH382,55,12,7,891.1,6237.7,543.57
SO - 0005679,24-03-2016,45,Wholesale,USD,NXH382,53,3,10,1118.9,11189,783.23
SO - 0005680,25-03-2016,9,Wholesale,USD,FLR025,61,5,6,1768.8,10612.8,1096.66
SO - 0005681,25-03-2016,129,Export,USD,AXW291,12,3,8,984.9,7879.2,699.28
SO - 0005682,25-03-2016,31,Wholesale,USD,AXW291,28,13,12,1045.2,12542.4,491.24
SO - 0005683,25-03-2016,52,Wholesale,USD,NXH382,52,26,7,3939.6,27577.2,3151.68
SO - 0005684,25-03-2016,136,Distributor,USD,FLR025,60,21,10,2934.6,29346,1291.22
SO - 0005685,25-03-2016,50,Wholesale,USD,GUT930,36,18,8,6271.2,50169.6,3261.02
SO - 0005686,25-03-2016,106,Wholesale,USD,GUT930,39,12,8,3819,30552,2253.21
SO - 0005687,25-03-2016,5,Wholesale,USD,NXH382,57,17,7,2398.6,16790.2,1439.16
SO - 0005688,25-03-2016,138,Export,USD,AXW291,18,20,9,3926.2,35335.8,2473.51
SO - 0005689,25-03-2016,156,Distributor,USD,AXW291,1,15,5,1058.6,5293,783.36
SO - 0005690,25-03-2016,25,Wholesale,USD,NXH382,50,13,5,804,4020,683.4
SO - 0005691,25-03-2016,111,Wholesale,USD,NXH382,51,9,5,1125.6,5628,945.5
SO - 0005692,26-03-2016,106,Wholesale,USD,GUT930,33,2,5,3504.1,17520.5,2417.83
SO - 0005693,26-03-2016,138,Export,USD,GUT930,42,25,11,3082,33902,2311.5
SO - 0005694,26-03-2016,108,Export,USD,AXW291,15,4,9,1695.1,15255.9,678.04
SO - 0005695,26-03-2016,161,Wholesale,USD,GUT930,46,14,10,5406.9,54069,4055.18
SO - 0005696,26-03-2016,151,Wholesale,USD,FLR025,61,25,11,1815.7,19972.7,1434.4
SO - 0005697,26-03-2016,158,Distributor,USD,AXW291,3,26,10,1983.2,19832,1189.92
SO - 0005698,26-03-2016,150,Distributor,USD,AXW291,20,30,11,207.7,2284.7,114.24
SO - 0005699,27-03-2016,126,Wholesale,USD,NXH382,53,4,10,6371.7,63717,2803.55
SO - 0005700,27-03-2016,24,Wholesale,USD,NXH382,56,4,7,1058.6,7410.2,455.2
SO - 0005701,27-03-2016,56,Distributor,USD,NXH382,52,1,10,5085.3,50853,2796.92
SO - 0005702,27-03-2016,25,Distributor,USD,GUT930,45,14,6,3912.8,23476.8,1839.02
SO - 0005703,28-03-2016,91,Wholesale,USD,AXW291,3,3,9,1078.7,9708.3,571.71
SO - 0005704,28-03-2016,3,Distributor,USD,AXW291,13,18,12,1165.8,13989.6,920.98
SO - 0005705,28-03-2016,15,Wholesale,USD,NXH382,48,11,10,1963.1,19631,863.76
SO - 0005706,28-03-2016,156,Distributor,USD,AXW291,7,2,7,844.2,5909.4,616.27
SO - 0005707,28-03-2016,64,Wholesale,USD,AXW291,20,3,6,5165.7,30994.2,2737.82
SO - 0005708,28-03-2016,75,Wholesale,USD,AXW291,13,13,8,2485.7,19885.6,2063.13
SO - 0005709,29-03-2016,38,Wholesale,USD,NXH382,50,15,12,1045.2,12542.4,846.61
SO - 0005710,29-03-2016,111,Wholesale,USD,AXW291,15,2,9,2358.4,21225.6,1532.96
SO - 0005711,29-03-2016,175,Wholesale,USD,GUT930,42,18,9,1252.9,11276.1,751.74
SO - 0005712,29-03-2016,41,Export,USD,AXW291,27,17,11,1058.6,11644.6,825.71
SO - 0005713,29-03-2016,167,Wholesale,USD,NXH382,48,10,12,2391.9,28702.8,1387.3
SO - 0005714,29-03-2016,34,Wholesale,USD,NXH382,50,26,10,167.5,1675,117.25
SO - 0005715,29-03-2016,40,Wholesale,USD,FLR025,62,23,9,187.6,1688.4,116.31
SO - 0005716,29-03-2016,7,Wholesale,USD,AXW291,1,20,12,234.5,2814,189.95
SO - 0005717,29-03-2016,51,Wholesale,USD,GUT930,45,27,7,1829.1,12803.7,1518.15
SO - 0005718,29-03-2016,30,Wholesale,USD,NXH382,60,14,7,737,5159,353.76
SO - 0005719,30-03-2016,105,Distributor,USD,GUT930,47,3,6,2231.1,13386.6,1740.26
SO - 0005720,30-03-2016,50,Distributor,USD,AXW291,19,25,11,2680,29480,1608
SO - 0005721,30-03-2016,128,Wholesale,USD,AXW291,19,26,12,4006.6,48079.2,3125.15
SO - 0005722,30-03-2016,106,Wholesale,USD,FLR025,63,25,10,1038.5,10385,498.48
SO - 0005723,30-03-2016,48,Distributor,USD,AXW291,11,25,8,187.6,1500.8,80.67
SO - 0005724,30-03-2016,97,Distributor,USD,AXW291,29,30,8,757.1,6056.8,386.12
SO - 0005725,30-03-2016,53,Wholesale,USD,GUT930,39,27,8,857.6,6860.8,360.19
SO - 0005726,30-03-2016,171,Distributor,USD,AXW291,10,4,10,5768.7,57687,4268.84
SO - 0005727,30-03-2016,27,Export,USD,GUT930,36,8,12,2291.4,27496.8,1695.64
SO - 0005728,30-03-2016,33,Distributor,USD,GUT930,35,22,5,871,4355,444.21
SO - 0005729,30-03-2016,146,Wholesale,USD,NXH382,56,13,10,3825.7,38257,1836.34
SO - 0005730,30-03-2016,64,Wholesale,USD,FLR025,62,6,11,6184.1,68025.1,3339.41
SO - 0005731,30-03-2016,53,Wholesale,USD,GUT930,46,1,7,2874.3,20120.1,1667.09
SO - 0005732,31-03-2016,12,Export,USD,NXH382,55,25,6,1996.6,11979.6,1197.96
SO - 0005733,31-03-2016,80,Wholesale,USD,NXH382,59,17,11,2726.9,29995.9,1636.14
SO - 0005734,31-03-2016,162,Wholesale,USD,AXW291,14,15,9,917.9,8261.1,468.13
SO - 0005735,31-03-2016,98,Export,USD,FLR025,60,26,10,1085.4,10854,803.2
SO - 0005736,31-03-2016,129,Export,USD,AXW291,18,14,5,180.9,904.5,86.83
SO - 0005737,31-03-2016,68,Distributor,USD,AXW291,30,25,11,3564.4,39208.4,1639.62
SO - 0005738,31-03-2016,103,Export,USD,AXW291,4,26,8,2479,19832,1735.3
SO - 0005739,31-03-2016,79,Wholesale,USD,AXW291,1,13,5,1132.3,5661.5,600.12
SO - 0005740,31-03-2016,121,Export,USD,AXW291,18,17,11,2311.5,25426.5,1502.48
SO - 0005741,31-03-2016,162,Wholesale,USD,FLR025,61,27,9,4013.3,36119.7,2207.32
SO - 0005742,01-04-2016,3,Wholesale,USD,GUT930,42,25,6,1996.6,11979.6,1217.93
SO - 0005743,01-04-2016,53,Distributor,USD,GUT930,42,13,8,1232.8,9862.4,493.12
SO - 0005744,01-04-2016,173,Wholesale,USD,GUT930,43,14,8,3155.7,25245.6,1388.51
SO - 0005745,01-04-2016,128,Wholesale,USD,AXW291,19,7,10,710.2,7102,497.14
SO - 0005746,01-04-2016,139,Export,USD,AXW291,17,14,10,5058.5,50585,3844.46
SO - 0005747,01-04-2016,116,Distributor,USD,NXH382,57,25,9,1206,10854,747.72
SO - 0005748,01-04-2016,9,Wholesale,USD,FLR025,66,13,7,194.3,1360.1,149.61
SO - 0005749,02-04-2016,57,Export,USD,AXW291,24,15,11,1005,11055,643.2
SO - 0005750,02-04-2016,157,Distributor,USD,NXH382,55,3,5,1058.6,5293,624.57
SO - 0005751,02-04-2016,163,Wholesale,USD,AXW291,1,2,5,1943,9715,1651.55
SO - 0005752,02-04-2016,134,Wholesale,USD,AXW291,12,26,12,2525.9,30310.8,1288.21
SO - 0005753,02-04-2016,155,Wholesale,USD,AXW291,13,25,5,5735.2,28676,3670.53
SO - 0005754,02-04-2016,67,Wholesale,USD,GUT930,33,26,6,1058.6,6351.6,793.95
SO - 0005755,02-04-2016,42,Wholesale,USD,NXH382,49,9,6,1239.5,7437,607.36
SO - 0005756,02-04-2016,138,Export,USD,AXW291,1,3,5,3631.4,18157,1561.5
SO - 0005757,03-04-2016,39,Distributor,USD,NXH382,54,20,9,971.5,8743.5,816.06
SO - 0005758,03-04-2016,62,Wholesale,USD,GUT930,33,17,11,5266.2,57928.2,4212.96
SO - 0005759,03-04-2016,104,Wholesale,USD,AXW291,25,1,9,3919.5,35275.5,2978.82
SO - 0005760,03-04-2016,27,Wholesale,USD,AXW291,26,6,7,2398.6,16790.2,1750.98
SO - 0005761,03-04-2016,15,Wholesale,USD,AXW291,10,13,7,1078.7,7550.9,862.96
SO - 0005762,03-04-2016,27,Wholesale,USD,AXW291,24,5,12,3865.9,46390.8,2860.77
SO - 0005763,03-04-2016,50,Distributor,USD,AXW291,29,28,6,3879.3,23275.8,2599.13
SO - 0005764,03-04-2016,12,Wholesale,USD,GUT930,31,14,10,1011.7,10117,566.55
SO - 0005765,03-04-2016,113,Distributor,USD,AXW291,17,13,7,5688.3,39818.1,2502.85
SO - 0005766,03-04-2016,144,Wholesale,USD,AXW291,15,2,5,964.8,4824,791.14
SO - 0005767,04-04-2016,88,Wholesale,USD,GUT930,38,12,9,2901.1,26109.9,2146.81
SO - 0005768,04-04-2016,2,Export,USD,AXW291,16,25,11,1145.7,12602.7,492.65
SO - 0005769,04-04-2016,48,Distributor,USD,NXH382,51,29,7,924.6,6472.2,656.47
SO - 0005770,04-04-2016,139,Export,USD,GUT930,34,17,12,6378.4,76540.8,3508.12
SO - 0005771,04-04-2016,43,Wholesale,USD,GUT930,33,2,7,1092.1,7644.7,589.73
SO - 0005772,04-04-2016,10,Wholesale,USD,AXW291,17,25,8,3470.6,27764.8,1874.12
SO - 0005773,04-04-2016,99,Wholesale,USD,GUT930,38,15,12,3939.6,47275.2,2481.95
SO - 0005774,04-04-2016,151,Wholesale,USD,NXH382,57,14,7,214.4,1500.8,122.21
SO - 0005775,04-04-2016,78,Wholesale,USD,AXW291,31,20,5,1956.4,9782,1584.68
SO - 0005776,04-04-2016,80,Wholesale,USD,GUT930,43,27,7,1105.5,7738.5,784.91
SO - 0005777,04-04-2016,104,Wholesale,USD,NXH382,53,15,10,1078.7,10787,539.35
SO - 0005778,04-04-2016,66,Distributor,USD,AXW291,12,14,8,3986.5,31892,1913.52
SO - 0005779,05-04-2016,67,Wholesale,USD,NXH382,48,25,7,1018.4,7128.8,814.72
SO - 0005780,05-04-2016,79,Distributor,USD,AXW291,29,13,11,1078.7,11865.7,787.45
SO - 0005781,05-04-2016,73,Wholesale,USD,AXW291,1,8,8,2291.4,18331.2,1260.27
SO - 0005782,05-04-2016,121,Export,USD,AXW291,8,9,6,1132.3,6793.8,611.44
SO - 0005783,05-04-2016,53,Wholesale,USD,AXW291,28,25,9,1132.3,10190.7,702.03
SO - 0005784,05-04-2016,66,Distributor,USD,FLR025,64,1,8,1025.1,8200.8,563.81
SO - 0005785,05-04-2016,154,Wholesale,USD,GUT930,42,20,9,2351.7,21165.3,1599.16
SO - 0005786,05-04-2016,153,Wholesale,USD,GUT930,44,3,8,3450.5,27604,2070.3
SO - 0005787,05-04-2016,54,Wholesale,USD,GUT930,45,17,6,2003.3,12019.8,1121.85
SO - 0005788,05-04-2016,168,Distributor,USD,NXH382,52,3,11,2606.3,28669.3,1068.58
SO - 0005789,05-04-2016,103,Wholesale,USD,NXH382,48,1,7,1902.8,13319.6,1427.1
SO - 0005790,05-04-2016,115,Wholesale,USD,AXW291,3,13,5,2371.8,11859,1565.39
SO - 0005791,06-04-2016,91,Distributor,USD,NXH382,57,28,5,3162.4,15812,1865.82
SO - 0005792,06-04-2016,161,Wholesale,USD,GUT930,36,15,7,221.1,1547.7,161.4
SO - 0005793,06-04-2016,33,Distributor,USD,NXH382,55,14,8,1118.9,8951.2,593.02
SO - 0005794,06-04-2016,112,Export,USD,NXH382,57,10,9,2626.4,23637.6,1391.99
SO - 0005795,06-04-2016,77,Wholesale,USD,AXW291,14,25,7,750.4,5252.8,547.79
SO - 0005796,06-04-2016,138,Wholesale,USD,AXW291,21,22,10,1051.9,10519,788.93
SO - 0005797,06-04-2016,158,Wholesale,USD,AXW291,19,14,9,3999.9,35999.1,2719.93
SO - 0005798,06-04-2016,130,Wholesale,USD,GUT930,33,2,12,6110.4,73324.8,3299.62
SO - 0005799,07-04-2016,109,Export,USD,GUT930,44,19,11,167.5,1842.5,132.33
SO - 0005800,07-04-2016,175,Wholesale,USD,AXW291,8,25,9,4006.6,36059.4,3325.48
SO - 0005801,07-04-2016,47,Wholesale,USD,GUT930,38,15,12,3966.4,47596.8,2498.83
SO - 0005802,07-04-2016,161,Export,USD,NXH382,49,21,7,971.5,6800.5,573.19
SO - 0005803,07-04-2016,93,Wholesale,USD,FLR025,61,26,12,991.6,11899.2,565.21
SO - 0005804,07-04-2016,34,Wholesale,USD,GUT930,46,24,6,2646.5,15879,1243.86
SO - 0005805,07-04-2016,29,Wholesale,USD,AXW291,7,4,5,3718.5,18592.5,2751.69
SO - 0005806,07-04-2016,16,Distributor,USD,GUT930,45,26,6,2278,13668,1321.24
SO - 0005807,07-04-2016,126,Wholesale,USD,NXH382,51,25,11,1708.5,18793.5,1178.87
SO - 0005808,07-04-2016,141,Export,USD,AXW291,30,8,5,5902.7,29513.5,4958.27
SO - 0005809,08-04-2016,13,Distributor,USD,AXW291,10,15,9,227.8,2050.2,184.52
SO - 0005810,08-04-2016,63,Wholesale,USD,NXH382,55,7,11,1902.8,20930.8,1217.79
SO - 0005811,08-04-2016,30,Distributor,USD,GUT930,45,16,10,3966.4,39664,2895.47
SO - 0005812,08-04-2016,159,Wholesale,USD,NXH382,54,12,7,1085.4,7597.8,716.36
SO - 0005813,08-04-2016,106,Wholesale,USD,AXW291,1,13,7,1159.1,8113.7,788.19
SO - 0005814,08-04-2016,82,Distributor,USD,GUT930,38,26,9,5226,47034,4442.1
SO - 0005815,08-04-2016,174,Wholesale,USD,GUT930,41,14,6,1849.2,11095.2,1423.88
SO - 0005816,08-04-2016,49,Distributor,USD,GUT930,47,13,10,1989.9,19899,895.46
SO - 0005817,08-04-2016,45,Wholesale,USD,GUT930,35,4,12,3959.7,47516.4,3167.76
SO - 0005818,08-04-2016,85,Wholesale,USD,NXH382,50,26,12,221.1,2653.2,172.46
SO - 0005819,08-04-2016,46,Distributor,USD,AXW291,9,14,10,3711.8,37118,2524.02
SO - 0005820,08-04-2016,126,Distributor,USD,AXW291,19,19,10,3939.6,39396,3348.66
SO - 0005821,08-04-2016,74,Wholesale,USD,NXH382,49,2,5,180.9,904.5,133.87
SO - 0005822,09-04-2016,137,Wholesale,USD,GUT930,38,14,9,1045.2,9406.8,888.42
SO - 0005823,09-04-2016,36,Wholesale,USD,GUT930,44,11,12,958.1,11497.2,440.73
SO - 0005824,09-04-2016,112,Wholesale,USD,AXW291,1,22,6,1112.2,6673.2,778.54
SO - 0005825,10-04-2016,119,Distributor,USD,NXH382,55,3,12,1889.4,22672.8,906.91
SO - 0005826,10-04-2016,38,Wholesale,USD,NXH382,48,28,10,1112.2,11122,745.17
SO - 0005827,10-04-2016,97,Distributor,USD,AXW291,11,5,9,268,2412,203.68
SO - 0005828,10-04-2016,157,Distributor,USD,NXH382,59,11,5,3437.1,17185.5,2199.74
SO - 0005829,10-04-2016,48,Export,USD,AXW291,25,25,10,1125.6,11256,574.06
SO - 0005830,10-04-2016,104,Distributor,USD,NXH382,55,15,6,1078.7,6472.2,722.73
SO - 0005831,11-04-2016,35,Export,USD,NXH382,57,2,5,268,1340,176.88
SO - 0005832,11-04-2016,150,Distributor,USD,FLR025,64,16,12,2244.5,26934,1122.25
SO - 0005833,11-04-2016,159,Wholesale,USD,NXH382,51,25,7,2914.5,20401.5,1690.41
SO - 0005834,11-04-2016,65,Wholesale,USD,AXW291,1,16,7,3906.1,27342.7,2538.97
SO - 0005835,11-04-2016,17,Export,USD,AXW291,29,24,12,1092.1,13105.2,709.87
SO - 0005836,11-04-2016,130,Wholesale,USD,AXW291,8,1,12,670,8040,569.5
SO - 0005837,11-04-2016,131,Export,USD,FLR025,61,2,7,1246.2,8723.4,660.49
SO - 0005838,11-04-2016,105,Wholesale,USD,NXH382,57,1,12,3859.2,46310.4,2817.22
SO - 0005839,11-04-2016,69,Export,USD,AXW291,15,30,7,3872.6,27108.2,2865.72
SO - 0005840,11-04-2016,33,Export,USD,AXW291,6,17,12,857.6,10291.2,488.83
SO - 0005841,12-04-2016,123,Distributor,USD,AXW291,16,26,5,268,1340,163.48
SO - 0005842,12-04-2016,25,Wholesale,USD,GUT930,32,10,6,254.6,1527.6,155.31
SO - 0005843,12-04-2016,141,Wholesale,USD,NXH382,59,26,5,2479,12395,1041.18
SO - 0005844,12-04-2016,14,Distributor,USD,GUT930,46,30,10,2211,22110,1127.61
SO - 0005845,12-04-2016,160,Wholesale,USD,NXH382,52,24,11,2412,26532,1688.4
SO - 0005846,12-04-2016,22,Wholesale,USD,FLR025,65,25,8,1855.9,14847.2,1280.57
SO - 0005847,12-04-2016,49,Distributor,USD,AXW291,16,14,10,3819,38190,2482.35
SO - 0005848,12-04-2016,111,Wholesale,USD,AXW291,27,4,5,917.9,4589.5,780.22
SO - 0005849,12-04-2016,94,Wholesale,USD,NXH382,51,23,5,3778.8,18894,1662.67
SO - 0005850,13-04-2016,109,Export,USD,AXW291,3,20,8,3919.5,31356,2665.26
SO - 0005851,13-04-2016,155,Wholesale,USD,AXW291,16,20,9,1092.1,9828.9,917.36
SO - 0005852,13-04-2016,127,Wholesale,USD,AXW291,2,13,9,938,8442,750.4
SO - 0005853,13-04-2016,135,Distributor,USD,AXW291,16,25,6,2244.5,13467,1077.36
SO - 0005854,13-04-2016,113,Export,USD,NXH382,57,21,9,2338.3,21044.7,1215.92
SO - 0005855,13-04-2016,164,Distributor,USD,AXW291,28,14,11,3899.4,42893.4,2456.62
SO - 0005856,13-04-2016,82,Wholesale,USD,NXH382,55,26,8,1051.9,8415.2,852.04
SO - 0005857,13-04-2016,15,Wholesale,USD,AXW291,1,26,9,1072,9648,600.32
SO - 0005858,14-04-2016,53,Export,USD,AXW291,16,15,10,1768.8,17688,955.15
SO - 0005859,14-04-2016,70,Wholesale,USD,AXW291,29,2,7,180.9,1266.3,144.72
SO - 0005860,14-04-2016,7,Wholesale,USD,NXH382,47,26,11,241.2,2653.2,161.6
SO - 0005861,14-04-2016,136,Export,USD,FLR025,62,14,5,1869.3,9346.5,972.04
SO - 0005862,14-04-2016,50,Distributor,USD,FLR025,66,4,5,2921.2,14606,2366.17
SO - 0005863,15-04-2016,91,Distributor,USD,NXH382,54,26,10,1795.6,17956,1059.4
SO - 0005864,15-04-2016,130,Wholesale,USD,NXH382,51,10,5,911.2,4556,492.05
SO - 0005865,15-04-2016,126,Distributor,USD,AXW291,18,15,8,5601.2,44809.6,2632.56
SO - 0005866,15-04-2016,96,Wholesale,USD,GUT930,42,17,9,5313.1,47817.9,3028.47
SO - 0005867,15-04-2016,127,Wholesale,USD,AXW291,13,10,8,991.6,7932.8,773.45
SO - 0005868,15-04-2016,65,Distributor,USD,AXW291,5,12,9,2994.9,26954.1,2126.38
SO - 0005869,15-04-2016,63,Distributor,USD,AXW291,30,3,12,2003.3,24039.6,1201.98
SO - 0005870,15-04-2016,51,Distributor,USD,AXW291,13,25,9,1132.3,10190.7,713.35
SO - 0005871,15-04-2016,132,Wholesale,USD,GUT930,31,16,12,991.6,11899.2,743.7
SO - 0005872,15-04-2016,133,Export,USD,GUT930,40,1,8,1018.4,8147.2,549.94
SO - 0005873,15-04-2016,3,Export,USD,FLR025,66,4,5,690.1,3450.5,496.87
SO - 0005874,16-04-2016,23,Wholesale,USD,AXW291,27,1,8,1849.2,14793.6,1275.95
SO - 0005875,16-04-2016,11,Wholesale,USD,GUT930,35,15,5,2378.5,11892.5,1902.8
SO - 0005876,16-04-2016,107,Distributor,USD,GUT930,40,26,11,3953,43483,2767.1
SO - 0005877,16-04-2016,66,Wholesale,USD,NXH382,49,15,5,1072,5360,793.28
SO - 0005878,16-04-2016,100,Distributor,USD,AXW291,7,29,5,207.7,1038.5,120.47
SO - 0005879,16-04-2016,79,Wholesale,USD,FLR025,63,1,6,227.8,1366.8,109.34
SO - 0005880,16-04-2016,103,Wholesale,USD,AXW291,6,14,12,2365.1,28381.2,1348.11
SO - 0005881,17-04-2016,45,Wholesale,USD,AXW291,18,26,11,5118.8,56306.8,2149.9
SO - 0005882,17-04-2016,122,Wholesale,USD,NXH382,53,25,8,6344.9,50759.2,3743.49
SO - 0005883,17-04-2016,168,Wholesale,USD,AXW291,12,1,11,2566.1,28227.1,1539.66
SO - 0005884,17-04-2016,112,Wholesale,USD,GUT930,37,26,7,1735.3,12147.1,1180
SO - 0005885,17-04-2016,113,Wholesale,USD,GUT930,42,5,11,1132.3,12455.3,634.09
SO - 0005886,18-04-2016,26,Wholesale,USD,GUT930,46,1,5,221.1,1105.5,145.93
SO - 0005887,18-04-2016,175,Export,USD,NXH382,54,16,6,1226.1,7356.6,514.96
SO - 0005888,18-04-2016,100,Distributor,USD,AXW291,2,13,9,3926.2,35335.8,3140.96
SO - 0005889,18-04-2016,164,Wholesale,USD,AXW291,21,5,12,2532.6,30391.2,1696.84
SO - 0005890,18-04-2016,52,Distributor,USD,GUT930,44,14,7,2003.3,14023.1,901.49
SO - 0005891,18-04-2016,135,Wholesale,USD,AXW291,13,4,7,1969.8,13788.6,1654.63
